tôi nói thật phải tôi tôi cũng vậy kể cả con i10 hay con morning đi chăng nữa cũng là tài sản của mình thôi phải xót chứ xe mình mua tiền mình,0
anh cho em mượn xe với,0
mọi người cứ bảo là có cái kia cũng làm quá nên nhưng cái gì đổi bằng mồ hôi nước mắt thì mới biết trân trọng dù là cái xe đạp,0
parky,1
chửi cũng hay kàa,0
em đi của người chửi kia à 27th9,0
ai có rồi mới thấy xót xe của mình còn phải đi giữ gìn cẩn thận nữa là xe mượn,0
thằng nào mượn quả này chắc cắt đôi nỗi sầu luôn,0
nguyễn thảo má ơi tao cười sảng,0
ồ parky,1
bui my nghe giòn nhờ,0
parky gào to vậy,1
video gốc này bình,0
parky,1
thành vũ nghe chửi cuốn,0
meo hoang cười,0
trong comment tin toàn parky,1
cho mượn thì không nên tiếc như thế này ra thợ làm lại nhanh sau họ không dám mượn đâu còn đã không thích thì không cho mượn nữa,0
kua có vợ nhờn,0
chat toàn cali con nhề,0
ông anh nói chuẩn không cho mượn thì mất lòng,0
tôi làm gì sai bị chửi onl,0
parky là tiếng nước nào các bác,1
parky,1
hòm thư gửi mẹ,0
anh ơi em mượn nốt hôm ra riêng trả anh nhé,0
độc lạ mượn xe,0
chuẩn luôn,0
thẳng tính bili,0
ông nào mượn xe chắc đang hắt xì tòi bong bóng mũi,0
ai bị rồi hoặc chơi xe sẽ hiểu,0
hòm thư của mẹ ,0
cali đi hỏng xe người ta rồi chán không cơ chứ,0
trag lofi quá,0
ngôn từ mất kiểm soát,0
link nhạc lý tưởng kìa em,0
chửi nhưng mai vẫn cho mượn,0
làm mẫu capcup đi,0
tiền không tiệc mà tức,0
cái tội cho namky mượn,1
đến chịu cái comment tin,0
hòm thư của mẹ 9,0
cali khát 9,1
hở tí nhớ mẹ,0
toang cái xe,0
ok,0
cali tấn công anh em phòng thủ gấp,1
cay cay,0
anh trai nhớ mẹ vậy,0
comenhắn tin toàn cali,1
hòm thư của mẹ 9,0
mạnh nhất không nên cho ai mượn,0
caliparky namkiki,1
 nghe chưa,0
bắcnam,0
kid parky,1
xe gì vậy,0
hòm thư của mẹ 9,0
quay nhạc này ok đấy,0
thay mặt anh em parky xin lỗi anh em cả nước đựng khịa parky em nữưa,1
parky,1
cho hỏi ngu parky là gì vậy,1
mấy thằng bảo parky thì làm gì có xe mà cho mượn,1
parky là gì vậy,1
chíp chíp bản gốc à,0
anh tuyền cố gắng mua lấy con merc gle 450 4matic mà đi nhớ đừng có cho ai mượn,0
89 hưng yên,0
nhìn là thấy xót rồi,0
comment tin toàn phân biệt vùng miền đọc mà thấy bất lực,0
này,0
cho em mượn xe đi với,0
mấy thằng cali bị hỏi thăm mẹ hơi nhiều,1
gào thét,0
nhớ mẹ nhớ bố nhớ bà,0
nói hay đấy,0
hộp thư của bố mẹ9,0
nói thật chứ xe mình bị vậy mình cũng cáu mà ông đấy chửi vậy là còn hiền chán,0
kiểu này lại bên ngoại mượn rồi,0
pha cuối tự dưng bị chửi,0
sửa được chưa chú,0
thấm,0
tiên học lễ hậu học văn,0
cay thì thôi rồi,0
em mượn xe,0
hay đấy,0
người mượn cũng nói đàng hoàng rồi cái miệng bạn ok đấy,0
cay dùm ông anh,0
chửi khiếp hồn,0
hihi nghe ông anh nói giọng điệu em nghe cười đau cả bụng,0
ok,0
xe gì vậy,0
dung rồi anh không cho mượn,0
nghe mà nhớ mẹ cụ,0
cho cháu mượn xe,0
tik toker pov mấy con lộn bàn mượn xe của bạn và làm sức dây sên,0
như thế này ai chả tức,0
cay thế cơ à,0
chửi hay lắm,0
chửi là chuẩn 10,0
thôi thôi bình tĩnh nha chú,0
anh chửi đẳng cấp và chuẩn cho cái bị mượn xe đi sỹ với đời,0
gì mà chửi quá chửi,0
ở đây nhiều cali quá,1
tao có mượn đâu mà tự nhiên bị chửi,0
haha chửi hay lắm anh trai,0
mua lấy mà đi,0
30 tết bị ăn chửi onl,0
cay dodai,1
hồi xưa có người mượn xe rồi họ trả lời thà cho mượn vợ chứ không thể cho mượn xe,0
cười hết,0
ôi không cali xâm chiếm tik tok,1
lời nhắn tới mẹ,0
hòm thư của mẹ pov9,0
chả ai đi hỏng mà không sửa,0
thế này thằng đi hỏng cũng anh em máu gì nữa,1
kêu nó đem xe ra hãng sữa,0
dọng này là dọng của namky mà,1
vừa vào tiktok tự dưng bị ăn chửi,0
mượn nên sửa nát như vay khong dược,0
anh ơi bữa trước cũng vậy cho mượn rồi chạy xuống suối nước vào máy đếm đến trả lại còn nói ai vẻ cho mượn,0
bình tĩnh,0
đến khổ,0
anh nhớ mẹ hả,0
milo dầm sữa tươi nghe hay,0
sót ruột quá,0
không biết dảk lame thấm,0
bị chửi online,0
chửi hay nha kàa,0
hòm thư của mẹ 9,0
cay cái là 26 tết không ai sửa kịp,0
chửi hay,0
đang lướt tao tự dưng bị chửi,0
địt mẹ tết đến nơi sửa thể nào,1
chửi hay phết,0
có khi nào tự mình chửi mình không,0
xe xịn thật sự,0
anh em nhà tôi toàn xe đẹp có mỗi tôi là không có nhưng không bao giờ tôi hỏi mược hay đi thử thích đi đâu xa tôi thuê xe cho lành không làm phiền,0
sinh viên harvard tây sơn cảnh báo âm thanh,0
chửi gắt đấy,0
em có được đi đâu anh,0
anh trai ruột nó mượn,0
cho mượn chi rồi ngồi chửi,0
khổ lắm cơ,0
thằng mượn xe nghe thấy kũng vui tính ka,0
cali nhìn đời bằng chubin,1
đến gặp trực tiếp cái thằng mượn ý mà chửi chửi ở đây nó không nghe thấy đâu,0
baby fin video gốc,0
xe tui tui còn không thích cho người khác lái nói ji đến mượn đơn giản không thích người khác động vào đồ của mình xe máy tui đi mãi không sao cho mượn cái đi đâm vào đâu mài xước hết về trả xe còn không nói gì,0
xe máy tao còn không cho mượn,0
chịu rồi,0
xe mới sao cho mượn được nhỉ sao không đi thuê,0
làm hỏng xe không xin lỗi à,0
hay nhỉ live nói như vậy mà không bị vi phạm nhỉ mình thì hơi tí là bị báo vi phạm luôn,0
ông chú tính nóng như kem,0
thay cản trước 1 trời căng lắm chửi oang oảng,0
n kiểu morning nhỉ,0
có thì dùng không có thì nghỉ mượn toàn thằng bẩn,0
video này mà tiktok cũng cho đăng à,0
không bao giờ cho mượn xe nhe mình chiu,0
nói thật miền nam tụi tao anh em ruột còn không mượn xe mà đi có là chỉ nhờ chở đi đổ xăng cho thôi,0
thật lòng cũng sót xe nhưng ông chửi kinh quá tớ may vì bạn ai cũng có lên chẳng thằng nào thèm mượn,0
sao mà chửi quá,0
anh em nhà mjnh mà chui thế à,0
cay,0
họ nể cho mượn nhưng không tôn trọng họ và tài sản kể cả xe vài triệu cũng là tài sản của họ dù gì cũng là vật tiêu sản phải chân trọng,0
chắc chú ấy nhớ mẹ quá,0
tình anh em bèo bọt,0
đùa chứ mình không mượn mà mình cũng phải nghe chửi,0
mình cũng thế,0
anh không biết sao chứ bạn em mượn xe em toàn nói người lành lặn là ok còn xe hỏng thì sửa còn người là còn tất xe chỉ là phương tiện đi lại,0
người ngoài bắc chửi thấm phết,0
chửi gion,0
sợ vãi,0
đau thật ấy,0
có mỗi 1 người mượn mà bị chửi lây cả ra chúng mình,0
bữa nọ tôi thấy mấy thằng muon xe này đi phượt trên đường rừng mà tôi tưởng đại gia muốn phá xe,0
chửi không vấp câu nào,0
kay,0
kàa,0
đăng video này xong lượt xem và tim kiểu,0
bất mãn quá thẳng em,0
mượn phải giữ hơn của nhà chứ ai chả xót ruột,0
thằng nào mượn comment tin lên đây tao xem nào,0
ỉa thủ siêu cấp mất kiểm soát,1
trôn việt nam,0
nhớ mẹ quá,0
nghe chửi cùng mình nha,0
parky,1
parky sơ hở chửi thề,1
parky,1
xe cho mượn mà hỏng thế ai chả tiếc,0
bl hầu như toàn cali,1
cay không anh,0
chửi thấm quá chú ơi,0
đã tai ghê,0
hn mới thấy xe y thế này thấy đi ở tiên lữ,0
có con xe cỏ mà gắt thế,0
cỏ nhà bạn đã có chưa,0
mất quan điểm quá xe thôi mà,0
mày chưa có ô tô à,0
con kia thôi mà anh hỏng thì sửa làm sao chửi kinh vậy anh,0
vấn đề là nhiều đứa còn chả có con sh mà đi nói gì đến kia,0
vật ngoài thân tính đếm làm gì bạn ơi,0
có cái xe quý quá khổ vì vật ngoài thân,0
co con xe ghe chửi loạn lên,0
những đứa không có xe bảo chửi gi kinh thế con xe kể la xe máy về vỡ yếm vỡ xe có tức không chứ đưng nói la ô tô chưa có nói thì hay thử có rồi cho mượn xem,0
sau đừng cho namki mượn xe anh nhé,1
này mới là ceẻato thôi chứ xe sang thì không biết như thế này,0
xe mượn nên đi không cần cẩn thận phi như của chùa thì chả cay không khác ngày xưa năm 20 xách tay được xe địa hình pháp về,0
parkey gào thét,1
thôi cái xe phương tiện đi lại thôi bạn không lên chửi thành ra lòng tốt của mình mất hết làm lại không bao nhiêu đâu,0
ok như nào cũng được,0
không vãi cặc gi phai bun,1
mẹ bắt ngủ sớm,0
ngủ nhầm với bồ bạn,0
hết mụn đi mà,0
hay ngủ quên,0
đẹp trai lỗi tại ai,0
mượn gì thì cẩn thận,0
parky namky trungười khácy bắc trung nam mãi là gia đình,1
namkiki không có xe ghen,1
đút gì ấy nhỉ,0
bình luận toàn cali nhỉ,1
taxi bây giờ thiếu gì đâu nhiều người cứ thích của người khác về để oai làm đẹp mặt cho mình của đau con xót,0
chắc gì bọn cali đã có xe đi,1
chửi như này bọn nó chả chửi cho,1
chó said parky,1
mày mượn bút tao mà làm gãy,0
parky,0
comment tin đa số phản động,0
yêu tổ quốc yêu đồng bào làm ơn hãy dừng phân biệt vùng miền bác hồ sẽ không vui,2
chung mốt mày cho người ta mượn xe là vậy nè,0
kệ mấy cái thằng spam parky đi bọn nó spam cũng có được lợi ích gì đâu,1
chắc là cho thằng parkito mượn chứ gì,1
chắc mấy thằng cali mượn đây mà thiếu nước ăn tàn phá hoại có làm được gì đâu,0
chửi bạn nhớ mẹ,0
ui cali nào cắn nát xe thế,1
nói hay quá bạn ơi,2
tiếng than khóc của thằng nhóc bất lực chỉ có thể lên mạng gào để giải toả,0
thông cảm với anh bạn ai cho mượn đồ rồi sẽ hiểu,0
nói hay lắm mua lấy mà đi,0
nó có cắn không,0
đi mà chửi anh em bạn bè của mày ý để bọn bố mày phải nghe à,1
không biết mọi người như thế này cá nhận tôi xe máy tôi cũng không thích cho mượn người đi cẩn thận thì không sao người đi ẩu chán,0
nhiều namkiki nghèo vô comen,1
lời nói dần mất kiểm soát,0
tao dat dit me doi,1
namky nói ngầu quá,1
cay thật,0
danh nghe chửi đi anh,0
giác ngộ,0
cho nhầm thằng cali con mượn rồi,1
mấy thằng cứ chê xe cỏ xe cỏ dùng giấy để mua à hay đi ăn xin mà chê,0
này vợ chạy chứ bạn nào dám chạy vậy,0
xe máy thì còn có thể cho mượn riêng ông tô là tôi không nhé bình thường không sao xảy ra vấn đề gì rất phức tạp,0
bún bò,0
đi được lần nào mà chửi dữ vậy,0
không mắc cười,0
không cho mượn gì hết thích nghĩ gì nghĩ,0
cho em mượn,0
chuan luon anh zai,0
mấy thằng mượn lâu lâu nó lái thì vậy là hên rồi,0
ngôn từ mất kiểm soát,0
mấy lòng cũng được lỡ bị làm sao xót làm,0
mới vào đã bị chửi,0
ông ấy đang rất rất nhớ mẹ,0
con nghiện hoàn lương,0
nghe chửi cũng buồn cười,0
ngôn từ mất kiểm soát,0
tuỳ bạn thoi,0
mai chi cho bé thằng nhé,0
anh anh bình tĩnh,0
kàa,0
chửi bới nó nó lại không chơi nữa lấy đâu ra bạn,0
ra mà chửi thằng đi xe của anh ý chửi bọn em làm gì,0
tiểu tư sản,0
hỏi thăm phụ huynh hơi nhiều,0
ông ý chửi ai mà xem cứ như đang chửi mình nhỉ,0
bực nhất là nó lấy keo con voi gắn lại nhẽ ra chỉ cần nắn thì bây giờ phải thay hẳn,0
không cho mượn chi mượn rồi phải xác định trước với không phải ai cũng cho nhìn mặt cho mượn,0
thật ra là không ai mượn xe của anh cả anh tự đâm mà sợ vợ nên anh chửi cho vợ anh đỡ chửi anh thôi văn anh cao phết,0
đúng tâm này chỉ có để xe ở nhà thôi,0
nghe thôi,0
nghe chửi giòn thật,0
dứt khoát nhấn nhá giọng truyền cảm hay,0
xe tiền tỷ không ai cho mượn đâu,0
vấn đề nan giải không mượn đời không khổ,0
vật vã với mấy ông cho mượn,0
không cho mượn thì bảo tiếc lúc lấy xe bực cả mình,0
đang lướt tixtok tự nhiên bị chửi,0
có thì đi không thì khỏi mượn đã mượn là phải có trách nhiệm,0
đời là gì,0
ôi bức xúc quá,0
đời mà không cho thì nói này nói nọ cho mượn thì toàn phá không,0
em chửi nghe vui tai ghe chưa tết pháo đã no rồi,0
chắc vợ đi nên lấy cớ,0
người mượn xe đã xem hi,0
người ta không chết là được rồi,1
mua xe mã cho mượn em ơi,0
không bao giờ mình mượn xe,0
có cái xe,0
hỏng hết rồi,0
anh em cả mà nó cũng chỉ là phương tiện nhẹ nhàng thôi chủ tích,0
bạn nói chuẩn tôi cũng cho mượn nhiều lần bực mình lắm,0
làm gì căng thế bác,0
chuẩn đấy ông anh,0
rễ tính tài sản lớn thế mà cho mượn,0
đau cả bụng,0
chửi quá trời luôn,0
mình cũng dính như này rồi cay lắm của đâu con sót,0
của đau con xót nhưng những người mượn toàn là anh em bạn bè chiến hữu thôi,0
mày gọi cho thằng mượn đấy mày lên đây chửi ai,0
thôi em ơi,0
cay nhỉ,0
đau hết đầu,0
mình không bao giờ đi xe người khác kể cả nhà 4 chị em đều có rất ngại kiểu mượn xe xe mình bận đi taxi,0
ủa cho mượn xe thì chăc toàn anh em mới cho mượn cơ mà nóng như kem,0
nhoa thật nhưng mình xem đến tận 3 lần phải mình cũng vậy thôi ức chế không cho bão tiếc giữ cho phá để rồi như này làm gì có lần sau,0
xót hết ruột,0
nghe đi nghe lại video của bác để lấy tinh thần phấn đấu cố gắng mua của mìnhmẵ dù em cũng mượn nhưng mà đi cẩn thận tí một vì cũng sợ,0
vì con xe mất tình cảm haha không ăn thua,0
cay,0
chỉ có người yêu xe quý xe mới hiểu được cảm giác này,0
chửi quá hay,0
cay nhỉ,0
cho ai mượn gọi tên ra,0
tự sắm ma đi mượn xe hư thi tự sửa,0
tức vợ chửi bố vợ hơ hơ,0
là tai sản lớn,0
ai mà chả bực,0
chắc cả họ hàng nhà nó góp tiền vào mua được con xe này,0
buồn nhỉ bạn bè mượn hỏng hóc mà không bảo,0
đời chưa nói trước được điều gì,0
sếp bảo lấy lx350 về đi tết mà em không dám thôi đi con chuồng gà của mình vài trăm bạc cho đỡ đau đầu,0
xót rồi anh em không bỏ được nhau đâu bạn ạ,0
bác có nhận chửi thuê không,0
mua lấy mà đi bác nhỉ tôi có bằng năm rồi mà còn chả giám mượn xe ai đi đây,0
cho mượn chắc người thân trong gia đình hoặc bạn bè thân thiết chỗ này sửa chắc 2 củ thoi nói lên thế này mất hết tình cảm,0
bực thật mượn đi bị hỏng phải sửa cho người ta chứ,0
đen thôi,0
xe tôi 2 4 nhật xuất mỹ kia bực quá tôi không dám chửi nên bán đi rồi,0
bạn bè tao rất nhiều ông tô con nhưng chưa bao giờ dám mượn xe đi đi tắc xi cho lành sợ phiền,0
vì điều đó mà tui phải bán đấy,0
không mượn xe sợ mất tình cảm cho mượn thì lo đủ đường va quệt còn là may đấy liên quan tới con người thì đúng là,0
giành dụm mua được cái xe mà mình nâng như nâng trứng cho mượn nó phá xong tai nạn nghĩ nó cay,0
anh em xh quen nhau qua quán nhậu,0
cay thật,0
hiểu cảm giác của bác,0
thằng mượn chạy mất dép,0
cay đời,0
cho mượn đi như phá nghĩ nó cay,0
bạn thân ơi duyên số sinh ra chúng mình cay thế nhỉ,0
ổng cụ anh quê ọ đâu đấy,0
chữ chán nó phọt ra là hết rồi,0
tôi vẫn cho mượn xe của tôi xe sang người chẳng tiếc gì của,0
bảo sao thằng này giàu,0
nghe bac chui ma em thấy hài quá xin lỗi vì đã cười,0
bán không bác,0
đời là thế,0
cho xuống ông đong em oi,0
ông này dễ tính đấy chứ cho mượn cả con xe chả qua tức quá thì chửi thôi,0
tóm lại bán không,0
nhà mình cũng cho anh em mượn xe lúc trả xe họ cũng không nói gì mặc dù xe bị va vào đâu xước hết đầu xe,0
chán hẳn,0
haha,0
cho mượn phải chấp nhận thôi,0
anh trai nói qóa chuẩn luôn luôn,0
súc vật,1
văn hóa cao quá,0
cho mượn còn kêu cái gì,0
ạ luôn ông anh,0
không bán gà nữa à ông anh ơi hehe,0
sao thế anh,0
tính nóng như kem,0
bài học anh ạ,0
tốt nhất không cho mượn,0
giống mình cho mươn xe sửa mất cả trục triệu nghĩ cũng cay mà không cho mượn thì khó,0
xe cho thuê à,0
quá chuẩn,0
cả đời mới mua được con xe lại cho anh em ruột họ hàng nó làm hỏng ông chửi mạnh lên,0
nó nói ra tết sữa mà ông còn chửi thế chứ là xin,0
bà chị gái vừa gọi nay cậu đặt xe chưa về sang nhà lấy con mẹc mà đi nhà thừa 1 con xem video xong nhắn tin cho chị luôn là năm nay em đi bộ,0
giờ thì không cho mượn phạt nguội đi dăng kiểm khổ vãi,0
garage nhiều chỗ lam đến 28tết mà bác chỗ ý của bác sử lý cũng nhanh mà,0
cay,1
tuyên thôi kàa,0
người mình cho mượn cũng là anh em mà,0
kààààààà,0
nóng thế bác,0
chuẩn đấy không cho mượn thì bảo ăn độc,0
cắt đôi mấy chục,0
uy tín,0
khổ tâm lắm anh trai nhề,0
cho thuê chứ ai mượn mà chửi,0
chắc phải quen thân mới mượn chứ bác nhỉ sót ruột của 1 đống,0
bĩnh tĩnh bác nóng quá,0
đã mượn phải có trách nhiệm mượn như này không cáu sao được,0
ông anh nóng thế,0
nghe sóc óc nhỏ,0
cay,0
đau,0
ông chửi thì chửi thẳng vào mặt người muon ý,0
mình cho mượn lại mất 5 củ phạt nguội,0
sóc óc thật,1
thôi,0
ông em làm clip dạy lái đi,0
cho mượn thì chấp nhận thôi,0
kàa,0
công nhận,0
tưởng siêu xe,0
quá nhiều nỗi đau,0
kiểm tra xem có bị phạt nguội nữa không kàa,0
anh trai mình nay hài thế,0
hì hì sót thật bác ạ hi hi,0
hì hì,0
ông anh ở chỗ nào hy mà nóng tính thế,0
chùi chuẩn đấy,0
kàa,0
địt mẹ,1
bạn nói đúng người đúng tội chứ không lên tiktok chửi không rõ ràng ai,0
chuẩn luôn mất lòng trước được lòng xe,0
lại dép havas,0
dép lào,0
phải hava đâu,0
là dép havaianas mà,0
vãi parky trộm cả dép luôn à,1
namky,1
cali mà bro,1
nó không phải namki người nam tao không có tụi này đâu tụi nó là cali mới đúng,1
đôi dép cũng đua nản thiệt,0
dép hiệu bán bỏ cũng vài củ,0
đồ hiệu xịn thằng nào vứt mỗi nơi mỗi chiếc vậy chứ,0
bạn không biết dép hanavas rồi có nói cũng như không,0
biển 51 mà các con vô nói parky lạy thật,1
tấn thành coi chừng đôi havas,0
anh để tủ kính rồi,0
thân gửi tất cả đồng chí hay bảo miền nam là cali thật chất tổng thống ngô đình diệm người phải lên tàu bỏ trốn sang trung quốc là người gốc bắc á,1
parky đói đến thế à,1
cali con tìm mãi,1
namky,1
việc có bố mẹ rất quan trọng,0
cali,1
hueky khát nước,1
cali,1
biển 57 thì là ở đâu hả cali,1
ừ các bố đói nhưng không khat nước con nhé,1
cali uống lo nước lũ rồi,1
thế bố mẹ mày đói đến thế hay sao mà không cho mày đi học,1
không bán nước như thằng ông con bà mày,1
chuẩn,0
chưa chắc bọn namky chúng mày còn nghèo khổ hơn,1
bọn 57 là ông cố mày à con,1
parky trộm chắc luôn,1
em lấy đấy ạ em bên cali,1
mình trộm đổi cho người khác,0
namkiki,1
biển 51 kìa lớp mấy rồi con,0
bắc nam trung gì cũng là việt nam cả bạn à đừng phân biệt vậy,1
bọn namky ăn rau muống này,1
thằng cali cướp mà,1
51 namkiki,1
parky đói,1
cali chúng mày ý,1
ra bắc anh cho mấy đôi dsq quần vãi lồnadà cho đỡ thèm,0
nào ngoan tí tao cho cục sương,1
giọng cali mà,1
thằng cali dũa móng,1
miền bắc sống đẹp hơn miền nam miền nam cũng chỉ là cái tên chứ đéo góp gì cho xã hội,1
eo mấy ngày nay toàn parky miền nam bị gì vậy,1
mấy thằng càli phân biệt vùng miền chứ làm gì có namki backi ở đây vậy,1
chưa bị phạt tiền chưa sợ ấy mà,0
là sao ạ,0
là kiểu comment tin phân biệt vùng miền thì bị phạt tiền nặng í,0
toàn bọn cali với 1 số đứa dân trí thấp chia rẽ vùng miền để muốn mất nước vào tay bọn khác ấy mà bạn,1
bọn mới đẻ nên nó vậy đó bạn,0
bọnbaịnaõmà kệ đi,1
có cả người bắc mình comment tin nữa đó bạn họ đang phê phán chính người mình thôi,0
mình thấy nếu người bắc bình luận như vậy mình thấy toàn kid í,0
parky hết gặm cá rô cây rồi đến nhai dép là sao,1
calingu thay cái tên đê,1
dép nó rẻ và nhẹ đâu như namki giàu đến nỗi sắm điện thoại để cốp dùng dần,1
cali con đó namki gì,1
nghe nói ở namki sắm điện thoại nhiều lắm để tủ để cả cốp xe dùng dần phòng khi ra đường nó cầm nhầm,1
tụi bay mua bó rau muống 2k còn trả giá 1k kia kia,0
1k là lời to rồi còn đòi thêm tụi bay giựt điện thoại về để két còn muốn trả 2k bó rau à,0
còn nhìu cái top top cắm ngữ không liệt kê được nhá thằng hán nô,0
đây là califor neo không phải nam đâu anh à nam băc anh em khịa nhau nhg không có kiểu đó,1
cali,1
đúng là parky dày dép cũng không tha,1
namkiki mà con đồng loại cũng không nhận ra,1
lâm à có thật em đẻ vào năm 205 không em,0
biển số 51 mà cháu fifai làm tha hoá cháu tôi,0
cali chỉ có thế,1
facky cay rồi à,1
cali con táp tao rồi kìa anh em,1
đôi dép cũng lấy cho được,0
nó không cao dép mượn mang đở đó ạ,0
giờ mới đọc được cái comment tin đoàng hoàng hm,0
đúng đúng 10đ,0
đặc sản parky trộm dép về nhai,1
namki vào parky ăn trôm vặt hả,1
backiki sao dám nhận biển số đó mà bảo người nam đúng chất parky đói quá gặm cả pịa thì cái dép sao bỏ được đói quá mà,1
cay à,1
bỏ chữ parky đi không người ta chửi cho đấy,1
chỉ có thể là parky đòi khổ quá mà đến cái đôi tông lào parky cũng không tha,1
chỉ có thể là 304 đói khổ quá,0
tôi biết nhà của thằng nick tên top eosu này ở đâu nè anh em có cần tao đến hỏi thăm không,0
tôi cá thằng tóp elsu trọm dép rồi tự nói nó,0
parkynamkicali là gì vậy mọi người không hiểu cho lắm,1
là người việt nam,0
bọn phản động chia rẽ 2 miền nam bắc đó bạn,0
toàn bọn cali phản động đi chia rẽ anh em nam bắc đấy bạn,1
không cần quan tâm mấy cái ất ơ vô nghĩa đó,0
vãi cả parky con chôm cả dép luôn cơ đấy,1
đôi dép cũng trộm chịu,0
parky cả dép không tha,1
giọng này của parky,1
parky chạy nhanh hơn binô nhà tao lun,1
đậm mùi cá rô cây,0
chỉ có thể là parky,1
parky đói cả đôi dép,1
haha parky,1
thua parky,1
ủa parky với cali là sao mọi người,1
parky dép cũng không tha,1
chỉ có thể là cali,1
chỉ có ở parky,1
toàn cali comenhắn tin parky vậy nghĩ mà buồn,1
triệu hồi parky,1
parky vui thế,1
parky đấy,1
parky vãi chưởng,1
parky hết cứu,1
có đôi giép cũng không tha,1
đậm chất parky,1
cali đi trộm dép lun,1
em mới bị đá chiếc xe luôn,0
người hà nội vào năm 1945,0
khổ đi chân đất thây mượn tạm đôi dép anh trai đi chiều trả,0
thấy đi chân đất là nghi nghi rồi,0
do nó đang không có dép đi,0
namkiki trôm cả dép hảo hán,1
khổ đến mức không có nổi 1 đôi dép để mang sao,0
anh mất dép nói không ai tin,0
không biết bán được bao nhiêu tiền hé,0
chỗ tau nó lấy luon chai kem đánh răng,0
không tham lam thiếu cái gì lấy đúng cái đó,0
namkiki đi đâu phá đấy,1
lê thu huyền để đâu cho an toàn,0
mượn tạm đôi dép,0
đúng là cali,1
dép havana đó,0
đi thôi,0
hồi đó nhà tôi bị mất áo mưa coi lại cam thấy hai thanh niên trộm,0
thấy tội parky bị namky trộm dép,1
biển 51 kìa mấy thằng cali,1
